ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,FNS31654,31654.TXT,0.75571,0.12139,0.20918,4

ROUGE-1+StopWordRemoval,FNS31654,31654.TXT,0.76445,0.05587,0.10412,4

ROUGE-2+StopWordRemoval,FNS31654,31654.TXT,0.53733,0.03128,0.05911,4

ROUGE-SU4+StopWordRemoval,FNS31654,31654.TXT,0.59753,0.02936,0.05598,4

ROUGE-L+StopWordRemoval,FNS32623,32623.TXT,0.78376,0.13560,0.23121,3

ROUGE-1+StopWordRemoval,FNS32623,32623.TXT,0.69969,0.06652,0.12149,3

ROUGE-2+StopWordRemoval,FNS32623,32623.TXT,0.48379,0.04239,0.07795,3

ROUGE-SU4+StopWordRemoval,FNS32623,32623.TXT,0.51448,0.03966,0.07364,3

ROUGE-L+StopWordRemoval,FNS31655,31655.TXT,0.74421,0.18238,0.29297,3

ROUGE-1+StopWordRemoval,FNS31655,31655.TXT,0.82240,0.09263,0.16651,3

ROUGE-2+StopWordRemoval,FNS31655,31655.TXT,0.60961,0.05761,0.10527,3

ROUGE-SU4+StopWordRemoval,FNS31655,31655.TXT,0.65052,0.05161,0.09563,3

ROUGE-L+StopWordRemoval,FNS32865,32865.TXT,0.73108,0.13253,0.22438,3

ROUGE-1+StopWordRemoval,FNS32865,32865.TXT,0.62272,0.05708,0.10458,3

ROUGE-2+StopWordRemoval,FNS32865,32865.TXT,0.40748,0.03486,0.06423,3

ROUGE-SU4+StopWordRemoval,FNS32865,32865.TXT,0.46238,0.03201,0.05987,3

ROUGE-L+StopWordRemoval,FNS32061,32061.TXT,0.75895,0.11131,0.19414,4

ROUGE-1+StopWordRemoval,FNS32061,32061.TXT,0.69231,0.04023,0.07604,4

ROUGE-2+StopWordRemoval,FNS32061,32061.TXT,0.49678,0.02430,0.04633,4

ROUGE-SU4+StopWordRemoval,FNS32061,32061.TXT,0.53078,0.02247,0.04312,4

ROUGE-L+StopWordRemoval,FNS32183,32183.TXT,0.83995,0.10414,0.18530,3

ROUGE-1+StopWordRemoval,FNS32183,32183.TXT,0.88872,0.04054,0.07754,3

ROUGE-2+StopWordRemoval,FNS32183,32183.TXT,0.63709,0.02588,0.04973,3

ROUGE-SU4+StopWordRemoval,FNS32183,32183.TXT,0.68908,0.02449,0.04730,3

ROUGE-L+StopWordRemoval,FNS32185,32185.TXT,0.79769,0.15401,0.25817,3

ROUGE-1+StopWordRemoval,FNS32185,32185.TXT,0.70788,0.07736,0.13947,3

ROUGE-2+StopWordRemoval,FNS32185,32185.TXT,0.51048,0.04840,0.08842,3

ROUGE-SU4+StopWordRemoval,FNS32185,32185.TXT,0.55845,0.04470,0.08277,3

ROUGE-L+StopWordRemoval,FNS33154,33154.TXT,0.80228,0.10547,0.18644,3

ROUGE-1+StopWordRemoval,FNS33154,33154.TXT,0.75429,0.04222,0.07996,3

ROUGE-2+StopWordRemoval,FNS33154,33154.TXT,0.55540,0.02712,0.05171,3

ROUGE-SU4+StopWordRemoval,FNS33154,33154.TXT,0.60468,0.02602,0.04989,3

ROUGE-L+StopWordRemoval,FNS32186,32186.TXT,0.71348,0.13984,0.23385,3

ROUGE-1+StopWordRemoval,FNS32186,32186.TXT,0.72101,0.06167,0.11362,3

ROUGE-2+StopWordRemoval,FNS32186,32186.TXT,0.46042,0.03458,0.06433,3

ROUGE-SU4+StopWordRemoval,FNS32186,32186.TXT,0.51504,0.03163,0.05960,3

ROUGE-L+StopWordRemoval,FNS33035,33035.TXT,0.85092,0.11632,0.20466,3

ROUGE-1+StopWordRemoval,FNS33035,33035.TXT,0.74539,0.04197,0.07947,3

ROUGE-2+StopWordRemoval,FNS33035,33035.TXT,0.53183,0.02604,0.04965,3

ROUGE-SU4+StopWordRemoval,FNS33035,33035.TXT,0.57980,0.02452,0.04706,3

ROUGE-L+StopWordRemoval,FNS32067,32067.TXT,0.84353,0.12481,0.21745,3

ROUGE-1+StopWordRemoval,FNS32067,32067.TXT,0.74524,0.04346,0.08213,3

ROUGE-2+StopWordRemoval,FNS32067,32067.TXT,0.54411,0.02640,0.05036,3

ROUGE-SU4+StopWordRemoval,FNS32067,32067.TXT,0.59451,0.02429,0.04666,3

ROUGE-L+StopWordRemoval,FNS33155,33155.TXT,0.73659,0.13639,0.23017,4

ROUGE-1+StopWordRemoval,FNS33155,33155.TXT,0.69663,0.06692,0.12210,4

ROUGE-2+StopWordRemoval,FNS33155,33155.TXT,0.43186,0.03846,0.07063,4

ROUGE-SU4+StopWordRemoval,FNS33155,33155.TXT,0.51918,0.03693,0.06896,4

ROUGE-L+StopWordRemoval,FNS32190,32190.TXT,0.80718,0.13668,0.23377,3

ROUGE-1+StopWordRemoval,FNS32190,32190.TXT,0.78705,0.05093,0.09567,3

ROUGE-2+StopWordRemoval,FNS32190,32190.TXT,0.59398,0.03165,0.06009,3

ROUGE-SU4+StopWordRemoval,FNS32190,32190.TXT,0.63947,0.02788,0.05343,3

ROUGE-L+StopWordRemoval,FNS31659,31659.TXT,0.74430,0.16462,0.26960,3

ROUGE-1+StopWordRemoval,FNS31659,31659.TXT,0.72625,0.08262,0.14835,3

ROUGE-2+StopWordRemoval,FNS31659,31659.TXT,0.51343,0.05215,0.09468,3

ROUGE-SU4+StopWordRemoval,FNS31659,31659.TXT,0.54961,0.05201,0.09503,3

ROUGE-L+StopWordRemoval,FNS32156,32156.TXT,0.80949,0.10880,0.19182,4

ROUGE-1+StopWordRemoval,FNS32156,32156.TXT,0.57437,0.04843,0.08933,4

ROUGE-2+StopWordRemoval,FNS32156,32156.TXT,0.41424,0.02876,0.05378,4

ROUGE-SU4+StopWordRemoval,FNS32156,32156.TXT,0.45858,0.02623,0.04963,4

ROUGE-L+StopWordRemoval,FNS32157,32157.TXT,0.76596,0.14781,0.24780,3

ROUGE-1+StopWordRemoval,FNS32157,32157.TXT,0.76951,0.06312,0.11667,3

ROUGE-2+StopWordRemoval,FNS32157,32157.TXT,0.53054,0.03783,0.07062,3

ROUGE-SU4+StopWordRemoval,FNS32157,32157.TXT,0.59815,0.03583,0.06762,3

ROUGE-L+StopWordRemoval,FNS31620,31620.TXT,0.78869,0.13916,0.23658,4

ROUGE-1+StopWordRemoval,FNS31620,31620.TXT,0.73219,0.05712,0.10598,4

ROUGE-2+StopWordRemoval,FNS31620,31620.TXT,0.50735,0.03318,0.06229,4

ROUGE-SU4+StopWordRemoval,FNS31620,31620.TXT,0.55710,0.02997,0.05688,4

ROUGE-L+StopWordRemoval,FNS31983,31983.TXT,0.80229,0.12798,0.22075,3

ROUGE-1+StopWordRemoval,FNS31983,31983.TXT,0.64516,0.05569,0.10253,3

ROUGE-2+StopWordRemoval,FNS31983,31983.TXT,0.46636,0.03654,0.06776,3

ROUGE-SU4+StopWordRemoval,FNS31983,31983.TXT,0.48869,0.03414,0.06382,3

ROUGE-L+StopWordRemoval,FNS30894,30894.TXT,0.77158,0.17819,0.28952,4

ROUGE-1+StopWordRemoval,FNS30894,30894.TXT,0.81445,0.07576,0.13863,4

ROUGE-2+StopWordRemoval,FNS30894,30894.TXT,0.55890,0.04479,0.08294,4

ROUGE-SU4+StopWordRemoval,FNS30894,30894.TXT,0.62849,0.04311,0.08069,4

ROUGE-L+StopWordRemoval,FNS31984,31984.TXT,0.75379,0.22677,0.34866,3

ROUGE-1+StopWordRemoval,FNS31984,31984.TXT,0.74025,0.13161,0.22349,3

ROUGE-2+StopWordRemoval,FNS31984,31984.TXT,0.51032,0.07620,0.13260,3

ROUGE-SU4+StopWordRemoval,FNS31984,31984.TXT,0.55841,0.06747,0.12039,3

ROUGE-L+StopWordRemoval,FNS30895,30895.TXT,0.79541,0.19447,0.31253,3

ROUGE-1+StopWordRemoval,FNS30895,30895.TXT,0.80905,0.10290,0.18257,3

ROUGE-2+StopWordRemoval,FNS30895,30895.TXT,0.53516,0.05653,0.10226,3

ROUGE-SU4+StopWordRemoval,FNS30895,30895.TXT,0.61732,0.05321,0.09797,3

ROUGE-L+StopWordRemoval,FNS32954,32954.TXT,0.82005,0.15080,0.25476,4

ROUGE-1+StopWordRemoval,FNS32954,32954.TXT,0.78883,0.10875,0.19114,4

ROUGE-2+StopWordRemoval,FNS32954,32954.TXT,0.52466,0.06103,0.10934,4

ROUGE-SU4+StopWordRemoval,FNS32954,32954.TXT,0.59239,0.05647,0.10311,4

ROUGE-L+StopWordRemoval,FNS31623,31623.TXT,0.82605,0.11491,0.20175,4

ROUGE-1+StopWordRemoval,FNS31623,31623.TXT,0.77063,0.04305,0.08155,4

ROUGE-2+StopWordRemoval,FNS31623,31623.TXT,0.55542,0.02699,0.05148,4

ROUGE-SU4+StopWordRemoval,FNS31623,31623.TXT,0.59328,0.02385,0.04585,4

ROUGE-L+StopWordRemoval,FNS30897,30897.TXT,0.73275,0.12806,0.21802,3

ROUGE-1+StopWordRemoval,FNS30897,30897.TXT,0.77194,0.04719,0.08895,3

ROUGE-2+StopWordRemoval,FNS30897,30897.TXT,0.47627,0.02565,0.04868,3

ROUGE-SU4+StopWordRemoval,FNS30897,30897.TXT,0.54382,0.02424,0.04642,3

ROUGE-L+StopWordRemoval,FNS31987,31987.TXT,0.79666,0.17907,0.29241,3

ROUGE-1+StopWordRemoval,FNS31987,31987.TXT,0.74148,0.07168,0.13073,3

ROUGE-2+StopWordRemoval,FNS31987,31987.TXT,0.51998,0.04452,0.08202,3

ROUGE-SU4+StopWordRemoval,FNS31987,31987.TXT,0.56696,0.04131,0.07702,3

ROUGE-L+StopWordRemoval,FNS31866,31866.TXT,0.79004,0.13155,0.22555,4

ROUGE-1+StopWordRemoval,FNS31866,31866.TXT,0.58410,0.06042,0.10951,4

ROUGE-2+StopWordRemoval,FNS31866,31866.TXT,0.37127,0.03344,0.06136,4

ROUGE-SU4+StopWordRemoval,FNS31866,31866.TXT,0.42347,0.03083,0.05747,4

ROUGE-L+StopWordRemoval,FNS30777,30777.TXT,0.83534,0.12267,0.21392,3

ROUGE-1+StopWordRemoval,FNS30777,30777.TXT,0.71963,0.05910,0.10923,3

ROUGE-2+StopWordRemoval,FNS30777,30777.TXT,0.51590,0.03807,0.07091,3

ROUGE-SU4+StopWordRemoval,FNS30777,30777.TXT,0.54546,0.03610,0.06772,3

ROUGE-L+StopWordRemoval,FNS32150,32150.TXT,0.79098,0.14290,0.24207,3

ROUGE-1+StopWordRemoval,FNS32150,32150.TXT,0.76376,0.06133,0.11355,3

ROUGE-2+StopWordRemoval,FNS32150,32150.TXT,0.49043,0.03377,0.06320,3

ROUGE-SU4+StopWordRemoval,FNS32150,32150.TXT,0.57406,0.03286,0.06216,3

ROUGE-L+StopWordRemoval,FNS32392,32392.TXT,0.70836,0.15336,0.25214,4

ROUGE-1+StopWordRemoval,FNS32392,32392.TXT,0.73873,0.07561,0.13718,4

ROUGE-2+StopWordRemoval,FNS32392,32392.TXT,0.51760,0.04435,0.08171,4

ROUGE-SU4+StopWordRemoval,FNS32392,32392.TXT,0.56965,0.04178,0.07785,4

ROUGE-L+StopWordRemoval,FNS31061,31061.TXT,0.47856,0.06621,0.11633,3

ROUGE-1+StopWordRemoval,FNS31061,31061.TXT,0.45346,0.02205,0.04205,3

ROUGE-2+StopWordRemoval,FNS31061,31061.TXT,0.32829,0.01161,0.02243,3

ROUGE-SU4+StopWordRemoval,FNS31061,31061.TXT,0.38576,0.01060,0.02064,3

ROUGE-L+StopWordRemoval,FNS32272,32272.TXT,0.79841,0.12607,0.21775,4

ROUGE-1+StopWordRemoval,FNS32272,32272.TXT,0.68863,0.04499,0.08447,4

ROUGE-2+StopWordRemoval,FNS32272,32272.TXT,0.47080,0.02431,0.04623,4

ROUGE-SU4+StopWordRemoval,FNS32272,32272.TXT,0.53179,0.02222,0.04266,4

ROUGE-L+StopWordRemoval,FNS31063,31063.TXT,0.80381,0.16502,0.27383,3

ROUGE-1+StopWordRemoval,FNS31063,31063.TXT,0.84053,0.07317,0.13462,3

ROUGE-2+StopWordRemoval,FNS31063,31063.TXT,0.60596,0.04430,0.08256,3

ROUGE-SU4+StopWordRemoval,FNS31063,31063.TXT,0.66567,0.04114,0.07749,3

ROUGE-L+StopWordRemoval,FNS32394,32394.TXT,0.77682,0.12714,0.21851,3

ROUGE-1+StopWordRemoval,FNS32394,32394.TXT,0.72244,0.04843,0.09077,3

ROUGE-2+StopWordRemoval,FNS32394,32394.TXT,0.46300,0.02673,0.05054,3

ROUGE-SU4+StopWordRemoval,FNS32394,32394.TXT,0.51517,0.02427,0.04635,3

ROUGE-L+StopWordRemoval,FNS31064,31064.TXT,0.83612,0.13779,0.23659,3

ROUGE-1+StopWordRemoval,FNS31064,31064.TXT,0.82806,0.06103,0.11368,3

ROUGE-2+StopWordRemoval,FNS31064,31064.TXT,0.57709,0.03547,0.06684,3

ROUGE-SU4+StopWordRemoval,FNS31064,31064.TXT,0.63967,0.03171,0.06043,3

ROUGE-L+StopWordRemoval,FNS32032,32032.TXT,0.78941,0.24187,0.37029,3

ROUGE-1+StopWordRemoval,FNS32032,32032.TXT,0.70144,0.17153,0.27565,3

ROUGE-2+StopWordRemoval,FNS32032,32032.TXT,0.47312,0.09759,0.16181,3

ROUGE-SU4+StopWordRemoval,FNS32032,32032.TXT,0.51587,0.08841,0.15094,3

ROUGE-L+StopWordRemoval,FNS32034,32034.TXT,0.74068,0.10787,0.18832,4

ROUGE-1+StopWordRemoval,FNS32034,32034.TXT,0.73338,0.04245,0.08026,4

ROUGE-2+StopWordRemoval,FNS32034,32034.TXT,0.55032,0.02592,0.04950,4

ROUGE-SU4+StopWordRemoval,FNS32034,32034.TXT,0.58360,0.02347,0.04512,4

ROUGE-L+StopWordRemoval,FNS32155,32155.TXT,0.78462,0.23256,0.35878,3

ROUGE-1+StopWordRemoval,FNS32155,32155.TXT,0.86095,0.13100,0.22740,3

ROUGE-2+StopWordRemoval,FNS32155,32155.TXT,0.62664,0.08187,0.14482,3

ROUGE-SU4+StopWordRemoval,FNS32155,32155.TXT,0.68122,0.07854,0.14084,3

ROUGE-L+StopWordRemoval,FNS30779,30779.TXT,0.79978,0.19449,0.31288,4

ROUGE-1+StopWordRemoval,FNS30779,30779.TXT,0.76013,0.11230,0.19569,4

ROUGE-2+StopWordRemoval,FNS30779,30779.TXT,0.48827,0.06622,0.11662,4

ROUGE-SU4+StopWordRemoval,FNS30779,30779.TXT,0.56362,0.06501,0.11658,4

ROUGE-L+StopWordRemoval,FNS30778,30778.TXT,0.77007,0.21270,0.33333,3

ROUGE-1+StopWordRemoval,FNS30778,30778.TXT,0.68061,0.10608,0.18356,3

ROUGE-2+StopWordRemoval,FNS30778,30778.TXT,0.45682,0.05959,0.10543,3

ROUGE-SU4+StopWordRemoval,FNS30778,30778.TXT,0.52517,0.05501,0.09960,3

ROUGE-L+StopWordRemoval,FNS30899,30899.TXT,0.82406,0.13147,0.22676,3

ROUGE-1+StopWordRemoval,FNS30899,30899.TXT,0.80047,0.05125,0.09632,3

ROUGE-2+StopWordRemoval,FNS30899,30899.TXT,0.58698,0.03074,0.05842,3

ROUGE-SU4+StopWordRemoval,FNS30899,30899.TXT,0.64668,0.02724,0.05228,3

ROUGE-L+StopWordRemoval,FNS31506,31506.TXT,0.78705,0.13072,0.22421,3

ROUGE-1+StopWordRemoval,FNS31506,31506.TXT,0.79705,0.04471,0.08467,3

ROUGE-2+StopWordRemoval,FNS31506,31506.TXT,0.54116,0.02598,0.04959,3

ROUGE-SU4+StopWordRemoval,FNS31506,31506.TXT,0.59709,0.02512,0.04822,3

ROUGE-L+StopWordRemoval,FNS32717,32717.TXT,0.76671,0.15438,0.25701,3

ROUGE-1+StopWordRemoval,FNS32717,32717.TXT,0.79387,0.06053,0.11248,3

ROUGE-2+StopWordRemoval,FNS32717,32717.TXT,0.58235,0.03865,0.07250,3

ROUGE-SU4+StopWordRemoval,FNS32717,32717.TXT,0.63234,0.03561,0.06743,3

ROUGE-L+StopWordRemoval,FNS31628,31628.TXT,0.73174,0.12643,0.21560,3

ROUGE-1+StopWordRemoval,FNS31628,31628.TXT,0.72325,0.05027,0.09401,3

ROUGE-2+StopWordRemoval,FNS31628,31628.TXT,0.46269,0.02809,0.05296,3

ROUGE-SU4+StopWordRemoval,FNS31628,31628.TXT,0.53592,0.02679,0.05103,3

ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,NaN,NaN,0.00000,0
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,NaN,NaN,0.00000,0
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,NaN,NaN,0.00000,0
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,NaN,NaN,0.00000,0
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-L+StopWordRemoval,FNS31508,31508.TXT,0.78763,0.20663,0.32737,3

ROUGE-1+StopWordRemoval,FNS31508,31508.TXT,0.84464,0.08708,0.15788,3

ROUGE-2+StopWordRemoval,FNS31508,31508.TXT,0.62334,0.05266,0.09711,3

ROUGE-SU4+StopWordRemoval,FNS31508,31508.TXT,0.67917,0.04723,0.08832,3

ROUGE-L+StopWordRemoval,FNS31509,31509.TXT,0.83355,0.16475,0.27513,4

ROUGE-1+StopWordRemoval,FNS31509,31509.TXT,0.84389,0.07705,0.14121,4

ROUGE-2+StopWordRemoval,FNS31509,31509.TXT,0.64724,0.04908,0.09124,4

ROUGE-SU4+StopWordRemoval,FNS31509,31509.TXT,0.69206,0.04403,0.08279,4

ROUGE-L+StopWordRemoval,TASK2,PERSIANSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-1+StopWordRemoval,TASK2,PERSIANSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-2+StopWordRemoval,TASK2,PERSIANSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-SU4+StopWordRemoval,TASK2,PERSIANSYSSUM1.TXT,NaN,NaN,0.00000,0

ROUGE-L+StopWordRemoval,FNS32168,32168.TXT,0.76653,0.22737,0.35071,3

ROUGE-1+StopWordRemoval,FNS32168,32168.TXT,0.70274,0.13842,0.23129,3

ROUGE-2+StopWordRemoval,FNS32168,32168.TXT,0.49527,0.08001,0.13777,3

ROUGE-SU4+StopWordRemoval,FNS32168,32168.TXT,0.53922,0.07377,0.12979,3

ROUGE-L+StopWordRemoval,FNS31872,31872.TXT,0.74535,0.21290,0.33120,4

ROUGE-1+StopWordRemoval,FNS31872,31872.TXT,0.66672,0.11941,0.20255,4

ROUGE-2+StopWordRemoval,FNS31872,31872.TXT,0.45222,0.06641,0.11582,4

ROUGE-SU4+StopWordRemoval,FNS31872,31872.TXT,0.52097,0.06194,0.11072,4

ROUGE-L+StopWordRemoval,FNS31631,31631.TXT,0.79520,0.14912,0.25114,3

ROUGE-1+StopWordRemoval,FNS31631,31631.TXT,0.71727,0.05645,0.10465,3

ROUGE-2+StopWordRemoval,FNS31631,31631.TXT,0.53717,0.03545,0.06651,3

ROUGE-SU4+StopWordRemoval,FNS31631,31631.TXT,0.57192,0.03169,0.06005,3

ROUGE-L+StopWordRemoval,FNS31632,31632.TXT,0.77242,0.13358,0.22777,4

ROUGE-1+StopWordRemoval,FNS31632,31632.TXT,0.60809,0.05661,0.10358,4

ROUGE-2+StopWordRemoval,FNS31632,31632.TXT,0.42721,0.03604,0.06648,4

ROUGE-SU4+StopWordRemoval,FNS31632,31632.TXT,0.48464,0.03427,0.06402,4

ROUGE-L+StopWordRemoval,FNS31512,31512.TXT,0.80417,0.13436,0.23026,4

ROUGE-1+StopWordRemoval,FNS31512,31512.TXT,0.76642,0.04836,0.09097,4

ROUGE-2+StopWordRemoval,FNS31512,31512.TXT,0.55998,0.02875,0.05468,4

ROUGE-SU4+StopWordRemoval,FNS31512,31512.TXT,0.61785,0.02563,0.04921,4

ROUGE-L+StopWordRemoval,FNS31633,31633.TXT,0.75557,0.15487,0.25705,4

ROUGE-1+StopWordRemoval,FNS31633,31633.TXT,0.68977,0.07603,0.13696,4

ROUGE-2+StopWordRemoval,FNS31633,31633.TXT,0.47017,0.04458,0.08143,4

ROUGE-SU4+StopWordRemoval,FNS31633,31633.TXT,0.52823,0.04090,0.07593,4

ROUGE-L+StopWordRemoval,FNS33018,33018.TXT,0.80507,0.11381,0.19943,3

ROUGE-1+StopWordRemoval,FNS33018,33018.TXT,0.68409,0.04396,0.08261,3

ROUGE-2+StopWordRemoval,FNS33018,33018.TXT,0.50791,0.02724,0.05171,3

ROUGE-SU4+StopWordRemoval,FNS33018,33018.TXT,0.55598,0.02405,0.04610,3

ROUGE-L+StopWordRemoval,FNS32964,32964.TXT,0.61342,0.10027,0.17236,4

ROUGE-1+StopWordRemoval,FNS32964,32964.TXT,0.55722,0.04058,0.07566,4

ROUGE-2+StopWordRemoval,FNS32964,32964.TXT,0.39673,0.02472,0.04654,4

ROUGE-SU4+StopWordRemoval,FNS32964,32964.TXT,0.43385,0.02197,0.04182,4

ROUGE-L+StopWordRemoval,FNS31755,31755.TXT,0.88715,0.09582,0.17296,4

ROUGE-1+StopWordRemoval,FNS31755,31755.TXT,0.86828,0.03982,0.07614,4

ROUGE-2+StopWordRemoval,FNS31755,31755.TXT,0.68270,0.02419,0.04673,4

ROUGE-SU4+StopWordRemoval,FNS31755,31755.TXT,0.72155,0.02087,0.04058,4

ROUGE-L+StopWordRemoval,FNS31513,31513.TXT,0.80189,0.15568,0.26074,3

ROUGE-1+StopWordRemoval,FNS31513,31513.TXT,0.83631,0.07181,0.13226,3

ROUGE-2+StopWordRemoval,FNS31513,31513.TXT,0.62119,0.04524,0.08434,3

ROUGE-SU4+StopWordRemoval,FNS31513,31513.TXT,0.66527,0.04269,0.08024,3

ROUGE-L+StopWordRemoval,FNS32602,32602.TXT,0.82300,0.10795,0.19086,6

ROUGE-1+StopWordRemoval,FNS32602,32602.TXT,0.77047,0.04591,0.08666,6

ROUGE-2+StopWordRemoval,FNS32602,32602.TXT,0.55551,0.02591,0.04951,6

ROUGE-SU4+StopWordRemoval,FNS32602,32602.TXT,0.62553,0.02342,0.04515,6

ROUGE-L+StopWordRemoval,FNS31634,31634.TXT,0.83990,0.12177,0.21271,4

ROUGE-1+StopWordRemoval,FNS31634,31634.TXT,0.75259,0.04778,0.08985,4

ROUGE-2+StopWordRemoval,FNS31634,31634.TXT,0.60798,0.03241,0.06154,4

ROUGE-SU4+StopWordRemoval,FNS31634,31634.TXT,0.64779,0.02962,0.05665,4

ROUGE-L+StopWordRemoval,FNS32966,32966.TXT,0.73900,0.20862,0.32538,3

ROUGE-1+StopWordRemoval,FNS32966,32966.TXT,0.78422,0.13601,0.23182,3

ROUGE-2+StopWordRemoval,FNS32966,32966.TXT,0.50588,0.07068,0.12404,3

ROUGE-SU4+StopWordRemoval,FNS32966,32966.TXT,0.59075,0.06880,0.12325,3

ROUGE-L+StopWordRemoval,FNS31514,31514.TXT,0.77221,0.15324,0.25573,4

ROUGE-1+StopWordRemoval,FNS31514,31514.TXT,0.73786,0.08897,0.15879,4

ROUGE-2+StopWordRemoval,FNS31514,31514.TXT,0.51227,0.05121,0.09312,4

ROUGE-SU4+StopWordRemoval,FNS31514,31514.TXT,0.56704,0.04667,0.08625,4

ROUGE-L+StopWordRemoval,FNS33130,33130.TXT,0.79765,0.14193,0.24099,3

ROUGE-1+StopWordRemoval,FNS33130,33130.TXT,0.65397,0.08180,0.14540,3

ROUGE-2+StopWordRemoval,FNS33130,33130.TXT,0.45271,0.04932,0.08895,3

ROUGE-SU4+StopWordRemoval,FNS33130,33130.TXT,0.49684,0.04575,0.08379,3

ROUGE-L+StopWordRemoval,FNS30785,30785.TXT,0.80770,0.16793,0.27806,5

ROUGE-1+StopWordRemoval,FNS30785,30785.TXT,0.86168,0.07410,0.13646,5

ROUGE-2+StopWordRemoval,FNS30785,30785.TXT,0.64196,0.04816,0.08959,5

ROUGE-SU4+StopWordRemoval,FNS30785,30785.TXT,0.69560,0.04450,0.08365,5

ROUGE-L+StopWordRemoval,FNS32042,32042.TXT,0.79469,0.27014,0.40322,3

ROUGE-1+StopWordRemoval,FNS32042,32042.TXT,0.77264,0.17644,0.28728,3

ROUGE-2+StopWordRemoval,FNS32042,32042.TXT,0.55167,0.10798,0.18062,3

ROUGE-SU4+StopWordRemoval,FNS32042,32042.TXT,0.61432,0.10533,0.17983,3

ROUGE-L+StopWordRemoval,FNS32163,32163.TXT,0.85914,0.13992,0.24064,3

ROUGE-1+StopWordRemoval,FNS32163,32163.TXT,0.89468,0.06814,0.12664,3

ROUGE-2+StopWordRemoval,FNS32163,32163.TXT,0.72472,0.03848,0.07307,3

ROUGE-SU4+StopWordRemoval,FNS32163,32163.TXT,0.76466,0.03277,0.06284,3

ROUGE-L+StopWordRemoval,FNS31074,31074.TXT,0.79226,0.12244,0.21210,3

ROUGE-1+StopWordRemoval,FNS31074,31074.TXT,0.75546,0.04913,0.09225,3

ROUGE-2+StopWordRemoval,FNS31074,31074.TXT,0.52902,0.02908,0.05514,3

ROUGE-SU4+StopWordRemoval,FNS31074,31074.TXT,0.57865,0.02711,0.05180,3

ROUGE-L+StopWordRemoval,FNS30783,30783.TXT,0.78581,0.11269,0.19711,3

ROUGE-1+StopWordRemoval,FNS30783,30783.TXT,0.77388,0.04147,0.07872,3

ROUGE-2+StopWordRemoval,FNS30783,30783.TXT,0.53418,0.02482,0.04743,3

ROUGE-SU4+StopWordRemoval,FNS30783,30783.TXT,0.60665,0.02370,0.04561,3

ROUGE-L+StopWordRemoval,FNS32044,32044.TXT,0.76786,0.29053,0.42156,5

ROUGE-1+StopWordRemoval,FNS32044,32044.TXT,0.75546,0.19792,0.31366,5

ROUGE-2+StopWordRemoval,FNS32044,32044.TXT,0.50211,0.11460,0.18661,5

ROUGE-SU4+StopWordRemoval,FNS32044,32044.TXT,0.57968,0.11015,0.18513,5

ROUGE-L+StopWordRemoval,FNS32165,32165.TXT,0.83948,0.16936,0.28186,3

ROUGE-1+StopWordRemoval,FNS32165,32165.TXT,0.86080,0.08029,0.14689,3

ROUGE-2+StopWordRemoval,FNS32165,32165.TXT,0.63931,0.05278,0.09752,3

ROUGE-SU4+StopWordRemoval,FNS32165,32165.TXT,0.69976,0.04987,0.09311,3

ROUGE-L+StopWordRemoval,FNS32286,32286.TXT,0.80286,0.07683,0.14023,4

ROUGE-1+StopWordRemoval,FNS32286,32286.TXT,0.76398,0.02947,0.05674,4

ROUGE-2+StopWordRemoval,FNS32286,32286.TXT,0.52316,0.01756,0.03398,4

ROUGE-SU4+StopWordRemoval,FNS32286,32286.TXT,0.61903,0.01729,0.03364,4

ROUGE-L+StopWordRemoval,FNS31076,31076.TXT,0.86683,0.13463,0.23306,3

